hostname,platform,arch,cpuModel,cpuCores,totalRam,os,gpu,battery,uptime,nodeVersion,bootTime
Azanth-2005,win32,x64,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,8,8.3 GB,Microsoft Windows 11 Home Single Language 10.0.26200,Intel(R) Iris(R) Xe Graphics,100% ,100h,v22.18.0,2026-05-07T05:26:37.829Z
